erg_orb_spre_l2	epoch	ns		Epoch	Time, beginning of interval		support_data											
erg_orb_spre_l2	date_time			Date and Time	Observation date and time		support_data											
erg_orb_spre_l2	label_date_time			Labels for Date and Time	Labels for Date and Time		metadata											
erg_orb_spre_l2	unit_date_time			Units for Date and Time	Units for Date and Time		metadata											
erg_orb_spre_l2	pos_LABL_1			Labels for spacecraft positions	Labels for spacecraft positions		metadata											
erg_orb_spre_l2	pos_LABL_1gse			Labels for spacecraft positions	Labels for spacecraft positions		metadata											
erg_orb_spre_l2	pos_LABL_1gsm			Labels for spacecraft positions	Labels for spacecraft positions		metadata											
erg_orb_spre_l2	pos_LABL_1sm			Labels for spacecraft positions	Labels for spacecraft positions		metadata											
erg_orb_spre_l2	pos_LABL_2			Labels for spacecraft positions [L, MLAT, MLT]	Labels for spacecraft positions [L, MLAT, MLT]		metadata											
erg_orb_spre_l2	pos_UNIT_2			Labels for spacecraft positions [L, MLAT, MLT]	Labels for spacecraft positions [L, MLAT, MLT]		metadata											
erg_orb_spre_l2	pos_LABL_3			Labels for spacecraft positions mapped  onto the magnetic equator	Labels for spacecraft positions mapped  onto the magnetic equator		metadata											
erg_orb_spre_l2	pos_UNIT_3			Labels for spacecraft positions mapped  onto the magnetic equator	Labels for spacecraft positions mapped  onto the magnetic equator		metadata											
erg_orb_spre_l2	pos_LABL_4			Geographic latidue and longitude of spacecraft footprints at 100 km in the northern hemisphere (using IGRF model)	Geographic latidue and longitude of spacecraft footprints at 100 km in the northern hemisphere (using IGRF model)		metadata											
erg_orb_spre_l2	pos_LABL_4n			Labels for spacecraft positions mapped  onto the magnetic equator	Labels for spacecraft positions mapped  onto the magnetic equator		metadata											
erg_orb_spre_l2	pos_LABL_4s			Labels for spacecraft positions mapped  onto the magnetic equator	Labels for spacecraft positions mapped  onto the magnetic equator		metadata											
erg_orb_spre_l2	pos_LABL_5			Lables for B magnitude	Lables for B magnitude		metadata											
erg_orb_spre_l2	pos_LABL_5a			Labels for spacecraft positions mapped  onto the magnetic equator	Labels for spacecraft positions mapped  onto the magnetic equator		metadata											
erg_orb_spre_l2	pos_LABL_5b			Labels for spacecraft positions mapped  onto the magnetic equator	Labels for spacecraft positions mapped  onto the magnetic equator		metadata											
erg_orb_spre_l2	pos_gse	Earth radii		Positions GSE	Spacecraft positions in GSE coordinates		data											
erg_orb_spre_l2	pos_gsm	Earth radii		Positions GSM	Spacecraft positions in GSM coordinates		data											
erg_orb_spre_l2	pos_sm	Earth radii		Positions SM	Spacecraft positions in SM coordinates		data											
erg_orb_spre_l2	pos_rmlatmlt			Positions R MLAT MLT	R, magnetic latitude, and magnetic local time of spacecraft positions (using IGRF model)		data											
erg_orb_spre_l2	pos_eq			Positions Req MLTeq	Spacecraft positions mapped onto the magnetic equator (using IGRF model)		data											
erg_orb_spre_l2	pos_iono_north	&#176;		Footprints North	Geographic latidue and longitude of spacecraft footprints at 100 km in the northern hemisphere (using IGRF model)		data											
erg_orb_spre_l2	pos_iono_south	&#176;		Footprints South	Geographic latidue and longitude of spacecraft footprints at 100 km in the southern hemisphere (using IGRF model)		data											
erg_orb_spre_l2	pos_blocal	nT		Model B vector at the spacecraft position	Magnetic field at spacecraft positions, using IGRF model		data											
erg_orb_spre_l2	pos_blocal_mag	nT		Model B magnitude at the spacecraft position	Magnetic field strength at spacecraft positions, using IGRF model		data											
erg_orb_spre_l2	pos_beq	nT		Model B vector at equator	Magnetic field at spacecraft positions mapped onto the magnetic equator , using  IGRF model		data											
erg_orb_spre_l2	pos_beq_mag	nT		Model B magnitude at equator	Magnetic field strength at spacecraft positions mapped onto the magnetic equator , using  IGRF model		data											
erg_orb_spre_l2	L_LABL			Labels for spacecraft positions [L, MLAT, MLT]	Labels for spacecraft positions [L, MLAT, MLT]		metadata											
erg_orb_spre_l2	pos_Lm			McIlwain&apos;s L parameter	McIlwain&apos;s L parameter for pitch angles of 30, 60, and 90deg		data											
erg_orb_spre_l2	vel_LABL			Labels for spacecraft velocity	Labels for spacecraft velocity		metadata											
erg_orb_spre_l2	vgse_LABL			Labels for spacecraft positions [L, MLAT, MLT]	Labels for spacecraft positions [L, MLAT, MLT]		metadata											
erg_orb_spre_l2	vgsm_LABL			Labels for spacecraft positions [L, MLAT, MLT]	Labels for spacecraft positions [L, MLAT, MLT]		metadata											
erg_orb_spre_l2	vsm_LABL			Labels for spacecraft positions [L, MLAT, MLT]	Labels for spacecraft positions [L, MLAT, MLT]		metadata											
erg_orb_spre_l2	vel_gse	km/s		Spacecraft velocity in GSE coordinates	Spacecraft velocity in GSE coordinates		data											
erg_orb_spre_l2	vel_gsm	km/s		Spacecraft velocity in gsm coordinates	Spacecraft velocity in GSM coordinates		data											
erg_orb_spre_l2	vel_sm	km/s		Spacecraft velocity in SM coordinates	Spacecraft velocity in SM coordinates		data											
erg_orb_spre_l2	spn_num			Spin number	Spin number		data											
erg_orb_spre_l2	man_prep_flag			Flag for maneuver preparation	Flag for maneuver preparation		data											
erg_orb_spre_l2	man_on_flag			Flag for maneuver on/off	Flag for maneuver on/off		data											
erg_orb_spre_l2	eclipse_flag			Flag for eclipse	Flag for eclipse		data											
