i1_av2_snt	satellite			satellite ID	Sat.-ID: 1=AL1, 2=AL2, 3=ISIS1, 4=ISIS2		metadata											
i1_av2_snt	station_id			telemetry station code	Telemetry station code		metadata											
i1_av2_snt	power_code			transmitter power code	Trans. power code: 1=Prim(400W) 2=Sec(400W)		metadata											
i1_av2_snt	s_r_code			sounder/receiver code	Sounder/receiver code: 0=off, 1=on		metadata											
i1_av2_snt	pps_code			pulse per second code	Pulse per second code: 0= 30 pps, 1= 60 pps		metadata											
i1_av2_snt	DMODE			DMODE code	DMODE (transm. on/off for alternate frame pairs):0=off, 1=on		metadata											
i1_av2_snt	GMODE			GMODE code	GMODE (transmission of alternate frames  of swept and fixed frequency):0=off, 1=on		metadata											
i1_av2_snt	mixed_mode			sounder mixed mode	Sounder mixed mode: 0=off, 1=on		metadata											
i1_av2_snt	fix_freq			fixed frequency code (0-6)	Fixed frequency code: 0=off, 1=0.25, 2=0.48, 3=1.00, 4=1.95, 5=4.00, 6=9.303 MHz		metadata											
i1_av2_snt	year			Year	Year corresponding to Ionogram		support_data											
i1_av2_snt	doy			Day of Year	Day of Year for Ionogram		support_data											
i1_av2_snt	hr			Hour	Hour Ionogram measured		support_data											
i1_av2_snt	min			Minute	Minute of hour Ionogram measured		support_data											
i1_av2_snt	sec			Second	Second of minute Ionogram measured		support_data											
i1_av2_snt	LMT			Local Mean Time (hh,mm)	Local Mean Time (hh,mm)		support_data											
i1_av2_snt	label_LMT			Label for LMT	Label for Local Mean Time		metadata											
i1_av2_snt	unit_LMT			Units for LMT	Units for Local Mean Time		metadata											
i1_av2_snt	geo_coord			geog coord (Lat,Long,Hgt)	Geographic coordinates (Lat,Long,Hgt)		data											
i1_av2_snt	label_geo			Label for geog coord	Label for geographic/magnetic position		metadata											
i1_av2_snt	unit_geo			Units for geog coord	Units for geographic/magnetic position		metadata											
i1_av2_snt	GMLMT			Geomagnetic Local Time (hh,mm)	Geomagnetic Local Time (HHMM)		support_data											
i1_av2_snt	label_GMLMT			Label for GMLMT	Label for Geomagnetic Local Mean Time		metadata											
i1_av2_snt	GMLAT	&#176;		geom latitude	Geomagnetic latitude		support_data											
i1_av2_snt	GMLONG	&#176;		geom longitude	Geomagnetic longitude		support_data											
i1_av2_snt	FH	MHz		Local Gyrofrequency	Local Gyrofrequency		data											
i1_av2_snt	INV_LAT	&#176;		inv latitude	Invariant latitude		support_data											
i1_av2_snt	DIP	&#176;		magnetic inclination	Dip angle of mag field direction		support_data											
i1_av2_snt	CHI	&#176;		Solar Zenith Angle	Solar Zenith Angle		support_data											
i1_av2_snt	L			L shell (McIlwain parameter)	L shell (McIlwain parameter)		support_data											
i1_av2_snt	sun			spacecraft in/out sunlight	Spacecraft in(=1)/out(=2) sunlight		metadata											
i1_av2_snt	CEP			Cyl. Electrost. Probe	CEP instrument on(1)/off(0) status		metadata											
i1_av2_snt	VLF			0.05-30 kHz VLF receiver	VLF instrument on(1)/off(0) status		metadata											
i1_av2_snt	SEA			Spherical Electrostatic Analyzer	SEA instrument on(1)/off(0) status		metadata											
i1_av2_snt	IMS1			Ion Mass Spectrometer 1	IMS1 instrument on(1)/off(0) status		metadata											
i1_av2_snt	IMS2			Ion Mass Spectrometer 2	IMS2 instrument on(1)/off(0) status		metadata											
i1_av2_snt	SPS			Soft Particle Spectrometer	SPS instrument on(1)/off(0) status		metadata											
i1_av2_snt	EPD			Energetic Particle Detector	EPD instrument on(1)/off(0) status		metadata											
i1_av2_snt	swept_start			start of swept portion	Scan line number of start of swept portion		metadata											
i1_av2_snt	Time_mark	ms		msec after frame sync	Msec after frame sync		support_data											
i1_av2_snt	freq_mark	MHz		frequency markers for sounder	Frequency markers for sounder		data											
i1_av2_snt	vh_num			number of delay times	Number of delay times for this ionogram		support_data											
i1_av2_snt	f_num			number of frequency steps	Number of frequency steps for this ionogram		support_data											
i1_av2_snt	delay_time	ms		delay time	Delay time for sounder response		support_data											
i1_av2_snt	v_height	km		Apparent Range	Virtual height corresponding to delay time		support_data											
i1_av2_snt	Epoch	ms		Time	Time		support_data											
i1_av2_snt	ampl			Apparent Range	Sounder amplitude at 335 virtual heights for fixed & swept frequency		data											
i1_av2_snt	freq	MHz		interpolated frequencies	Interpolated fixed & sweep frequencies		data											
